	RR	Timestamp	SensorContact	errorEstimate	blockerBit	gap
2899	879	1,62677E+12	-1	-1	-1	992
2900	919	1,62677E+12	-1	-1	-1	1018
2901	887	1,62677E+12	-1	-1	-1	991
2902	911	1,62677E+12	-1	-1	-1	990
2903	919	1,62677E+12	-1	-1	-1	0
2904	871	1,62677E+12	-1	-1	-1	1021
2905	895	1,62677E+12	-1	-1	-1	989
2906	903	1,62677E+12	-1	-1	-1	990
2907	871	1,62677E+12	-1	-1	-1	1023
2908	895	1,62677E+12	-1	-1	-1	986
2909	895	1,62677E+12	-1	-1	-1	989
2910	871	1,62677E+12	-1	-1	-1	1023
2911	887	1,62677E+12	-1	-1	-1	987
2912	895	1,62677E+12	-1	-1	-1	0
2913	863	1,62677E+12	-1	-1	-1	992
2914	871	1,62677E+12	-1	-1	-1	1019
2915	903	1,62677E+12	-1	-1	-1	992
2916	871	1,62677E+12	-1	-1	-1	989
2917	855	1,62677E+12	-1	-1	-1	1021
2918	903	1,62677E+12	-1	-1	-1	988
2919	847	1,62677E+12	-1	-1	-1	992
2920	855	1,62677E+12	-1	-1	-1	0
2921	871	1,62677E+12	-1	-1	-1	1017
2922	855	1,62677E+12	-1	-1	-1	991
2923	887	1,62677E+12	-1	-1	-1	994
2924	911	1,62677E+12	-1	-1	-1	1015
2925	871	1,62677E+12	-1	-1	-1	992
2926	863	1,62677E+12	-1	-1	-1	991
2927	903	1,62677E+12	-1	-1	-1	1056
2928	703	1,62677E+12	-1	-1	-1	0
2929	1047	1,62677E+12	-1	-1	-1	982
2930	911	1,62677E+12	-1	-1	-1	961
2931	855	1,62677E+12	-1	-1	-1	1030
2932	887	1,62677E+12	-1	-1	-1	984
2933	639	1,62677E+12	-1	-1	-1	1164
2934	1055	1,62677E+12	-1	-1	-1	920
2935	903	1,62677E+12	-1	-1	-1	914
2936	1039	1,62677E+12	-1	-1	-1	1215
2937	855	1,62677E+12	-1	-1	-1	1803
2938	855	1,62677E+12	-1	-1	-1	971
2939	831	1,62677E+12	-1	-1	-1	1020
2940	839	1,62677E+12	-1	-1	-1	0
2941	807	1,62677E+12	-1	-1	-1	3100
2942	1000	1,62677E+12	-1	-1	-1	892
2943	863	1,62677E+12	-1	-1	-1	5007
2944	863	1,62677E+12	-1	-1	-1	991
2945	855	1,62677E+12	-1	-1	-1	0
2946	863	1,62677E+12	-1	-1	-1	991
2947	887	1,62677E+12	-1	-1	-1	1019
2948	895	1,62677E+12	-1	-1	-1	989
2949	855	1,62677E+12	-1	-1	-1	994
2950	1063	1,62677E+12	-1	-1	-1	1018
2951	599	1,62677E+12	-1	-1	-1	990
2952	799	1,62677E+12	-1	-1	-1	0
2953	831	1,62677E+12	-1	-1	-1	990
2954	831	1,62677E+12	-1	-1	-1	1020
2955	807	1,62677E+12	-1	-1	-1	990
2956	799	1,62677E+12	-1	-1	-1	991
2957	855	1,62677E+12	-1	-1	-1	0
2958	815	1,62677E+12	-1	-1	-1	1051
2959	831	1,62677E+12	-1	-1	-1	989
2960	863	1,62677E+12	-1	-1	-1	959
2961	847	1,62677E+12	-1	-1	-1	1019
2962	783	1,62677E+12	-1	-1	-1	990
2963	799	1,62677E+12	-1	-1	-1	1
2964	839	1,62677E+12	-1	-1	-1	990
2965	839	1,62677E+12	-1	-1	-1	1020
2966	839	1,62677E+12	-1	-1	-1	989
2967	831	1,62677E+12	-1	-1	-1	992
2968	863	1,62677E+12	-1	-1	-1	1019
2969	903	1,62677E+12	-1	-1	-1	990
2970	855	1,62677E+12	-1	-1	-1	0
2971	847	1,62677E+12	-1	-1	-1	991
2972	863	1,62677E+12	-1	-1	-1	1019
2973	839	1,62677E+12	-1	-1	-1	990
2974	847	1,62677E+12	-1	-1	-1	990
2975	751	1,62677E+12	-1	-1	-1	2011
2976	839	1,62677E+12	-1	-1	-1	990
2977	807	1,62677E+12	-1	-1	-1	1018
2978	855	1,62677E+12	-1	-1	-1	991
2979	887	1,62677E+12	-1	-1	-1	990
2980	847	1,62677E+12	-1	-1	-1	0
2981	807	1,62677E+12	-1	-1	-1	1022
2982	791	1,62677E+12	-1	-1	-1	988
2983	823	1,62677E+12	-1	-1	-1	990
2984	839	1,62677E+12	-1	-1	-1	1021
2985	807	1,62677E+12	-1	-1	-1	0
2986	831	1,62677E+12	-1	-1	-1	988
2987	855	1,62677E+12	-1	-1	-1	1003
2988	799	1,62677E+12	-1	-1	-1	1009
2989	839	1,62677E+12	-1	-1	-1	989
2990	831	1,62677E+12	-1	-1	-1	991
2991	775	1,62677E+12	-1	-1	-1	0
2992	823	1,62677E+12	-1	-1	-1	1020
2993	831	1,62677E+12	-1	-1	-1	990
2994	807	1,62677E+12	-1	-1	-1	990
2995	783	1,62677E+12	-1	-1	-1	1050
2996	743	1,62677E+12	-1	-1	-1	0
2997	775	1,62677E+12	-1	-1	-1	991
2998	783	1,62677E+12	-1	-1	-1	959
2999	527	1,62677E+12	-1	-1	-1	1022
3000	927	1,62677E+12	-1	-1	-1	0
3001	727	1,62677E+12	-1	-1	-1	988
3002	775	1,62677E+12	-1	-1	-1	989
3003	711	1,62677E+12	-1	-1	-1	1021
3004	711	1,62677E+12	-1	-1	-1	0
3005	687	1,62677E+12	-1	-1	-1	995
3006	711	1,62677E+12	-1	-1	-1	985
3007	695	1,62677E+12	-1	-1	-1	0
3008	695	1,62677E+12	-1	-1	-1	1050
3009	727	1,62677E+12	-1	-1	-1	959
3010	743	1,62677E+12	-1	-1	-1	991
3011	775	1,62677E+12	-1	-1	-1	0
3012	799	1,62677E+12	-1	-1	-1	1020
3013	823	1,62677E+12	-1	-1	-1	990
3014	807	1,62677E+12	-1	-1	-1	990
3015	855	1,62677E+12	-1	-1	-1	1019
3016	879	1,62677E+12	-1	-1	-1	991
3017	855	1,62677E+12	-1	-1	-1	0
3018	847	1,62677E+12	-1	-1	-1	989
3019	863	1,62677E+12	-1	-1	-1	1021
3020	847	1,62677E+12	-1	-1	-1	990
3021	839	1,62677E+12	-1	-1	-1	990
3022	871	1,62677E+12	-1	-1	-1	1025
3023	847	1,62677E+12	-1	-1	-1	985
3024	839	1,62677E+12	-1	-1	-1	0
3025	839	1,62677E+12	-1	-1	-1	991
3026	839	1,62677E+12	-1	-1	-1	1020
3027	863	1,62677E+12	-1	-1	-1	990
3028	855	1,62677E+12	-1	-1	-1	989
3029	815	1,62677E+12	-1	-1	-1	1019
3030	815	1,62677E+12	-1	-1	-1	0
3031	815	1,62677E+12	-1	-1	-1	991
3032	735	1,62677E+12	-1	-1	-1	991
3033	855	1,62677E+12	-1	-1	-1	1021
3034	839	1,62677E+12	-1	-1	-1	989
3035	799	1,62677E+12	-1	-1	-1	0
3036	767	1,62677E+12	-1	-1	-1	988
3037	743	1,62677E+12	-1	-1	-1	992
3038	815	1,62677E+12	-1	-1	-1	1020
3039	751	1,62677E+12	-1	-1	-1	990
3040	855	1,62677E+12	-1	-1	-1	0
3041	855	1,62677E+12	-1	-1	-1	992
3042	903	1,62677E+12	-1	-1	-1	1019
3043	903	1,62677E+12	-1	-1	-1	988
3044	767	1,62677E+12	-1	-1	-1	2010
3045	679	1,62677E+12	-1	-1	-1	991
3046	935	1,62677E+12	-1	-1	-1	993
3047	887	1,62677E+12	-1	-1	-1	2998
3048	903	1,62677E+12	-1	-1	-1	0
3049	927	1,62677E+12	-1	-1	-1	1018
3050	935	1,62677E+12	-1	-1	-1	992
3051	943	1,62677E+12	-1	-1	-1	991
3052	959	1,62677E+12	-1	-1	-1	1031
3053	927	1,62677E+12	-1	-1	-1	979
3054	903	1,62677E+12	-1	-1	-1	1017
3055	1015	1,62677E+12	-1	-1	-1	996
3056	1039	1,62677E+12	-1	-1	-1	985
3057	1031	1,62677E+12	-1	-1	-1	991
3058	1000	1,62677E+12	-1	-1	-1	1020
3059	983	1,62677E+12	-1	-1	-1	990
3060	1015	1,62677E+12	-1	-1	-1	989
3061	879	1,62677E+12	-1	-1	-1	1020
3062	895	1,62677E+12	-1	-1	-1	990
3063	951	1,62677E+12	-1	-1	-1	992
3064	1015	1,62677E+12	-1	-1	-1	1019
3065	1007	1,62677E+12	-1	-1	-1	990
3066	967	1,62677E+12	-1	-1	-1	990
3067	927	1,62677E+12	-1	-1	-1	1019
3068	967	1,62677E+12	-1	-1	-1	991
3069	887	1,62677E+12	-1	-1	-1	991
3070	951	1,62677E+12	-1	-1	-1	1019
3071	1015	1,62677E+12	-1	-1	-1	993
3072	1039	1,62677E+12	-1	-1	-1	987
3073	1031	1,62677E+12	-1	-1	-1	1021
3074	1007	1,62677E+12	-1	-1	-1	990
3075	1023	1,62677E+12	-1	-1	-1	990
3076	943	1,62677E+12	-1	-1	-1	1023
3077	847	1,62677E+12	-1	-1	-1	0
3078	911	1,62677E+12	-1	-1	-1	987
3079	935	1,62677E+12	-1	-1	-1	990
3080	983	1,62677E+12	-1	-1	-1	1020
3081	1000	1,62677E+12	-1	-1	-1	991
3082	983	1,62677E+12	-1	-1	-1	990
3083	1007	1,62677E+12	-1	-1	-1	1019
3084	935	1,62677E+12	-1	-1	-1	990
3085	863	1,62677E+12	-1	-1	-1	990
3086	855	1,62677E+12	-1	-1	-1	1018
3087	919	1,62677E+12	-1	-1	-1	1022
3088	879	1,62677E+12	-1	-1	-1	990
3089	943	1,62677E+12	-1	-1	-1	990
3090	975	1,62677E+12	-1	-1	-1	992
3091	991	1,62677E+12	-1	-1	-1	987
3092	1023	1,62677E+12	-1	-1	-1	1021
3093	967	1,62677E+12	-1	-1	-1	991
3094	1047	1,62677E+12	-1	-1	-1	989
3095	983	1,62677E+12	-1	-1	-1	1022
3096	1031	1,62677E+12	-1	-1	-1	989
3097	959	1,62677E+12	-1	-1	-1	991
3098	911	1,62677E+12	-1	-1	-1	1019
3099	855	1,62677E+12	-1	-1	-1	0
3100	863	1,62677E+12	-1	-1	-1	989
3101	791	1,62677E+12	-1	-1	-1	991
3102	799	1,62677E+12	-1	-1	-1	989
3103	799	1,62677E+12	-1	-1	-1	1020
3104	775	1,62677E+12	-1	-1	-1	1
3105	767	1,62677E+12	-1	-1	-1	990
3106	807	1,62677E+12	-1	-1	-1	990
3107	863	1,62677E+12	-1	-1	-1	1019
3108	911	1,62677E+12	-1	-1	-1	991
3109	927	1,62677E+12	-1	-1	-1	990
3110	927	1,62677E+12	-1	-1	-1	1020
3111	903	1,62677E+12	-1	-1	-1	990
3112	919	1,62677E+12	-1	-1	-1	990
3113	791	1,62677E+12	-1	-1	-1	1
3114	815	1,62677E+12	-1	-1	-1	1019
3115	863	1,62677E+12	-1	-1	-1	990
3116	871	1,62677E+12	-1	-1	-1	993
3117	911	1,62677E+12	-1	-1	-1	1017
3118	895	1,62677E+12	-1	-1	-1	990
3119	871	1,62677E+12	-1	-1	-1	1019
3120	887	1,62677E+12	-1	-1	-1	0
3121	815	1,62677E+12	-1	-1	-1	992
3122	871	1,62677E+12	-1	-1	-1	990
3123	831	1,62677E+12	-1	-1	-1	1018
3124	855	1,62677E+12	-1	-1	-1	1022
3125	911	1,62677E+12	-1	-1	-1	989
3126	943	1,62677E+12	-1	-1	-1	991
3127	967	1,62677E+12	-1	-1	-1	989
3128	951	1,62677E+12	-1	-1	-1	991
3129	959	1,62677E+12	-1	-1	-1	989
3130	959	1,62677E+12	-1	-1	-1	1020
3131	983	1,62677E+12	-1	-1	-1	0
3132	919	1,62677E+12	-1	-1	-1	992
3133	943	1,62677E+12	-1	-1	-1	988
3134	959	1,62677E+12	-1	-1	-1	1020
3135	911	1,62677E+12	-1	-1	-1	990
3136	927	1,62677E+12	-1	-1	-1	990
3137	967	1,62677E+12	-1	-1	-1	1021
3138	911	1,62677E+12	-1	-1	-1	990
3139	967	1,62677E+12	-1	-1	-1	990
3140	959	1,62677E+12	-1	-1	-1	2999
3141	951	1,62677E+12	-1	-1	-1	1021
3142	975	1,62677E+12	-1	-1	-1	990
3143	935	1,62677E+12	-1	-1	-1	991
3144	983	1,62677E+12	-1	-1	-1	1018
3145	927	1,62677E+12	-1	-1	-1	997
3146	871	1,62677E+12	-1	-1	-1	3983
3147	871	1,62677E+12	-1	-1	-1	1022
3148	759	1,62677E+12	-1	-1	-1	5003
3149	887	1,62677E+12	-1	-1	-1	1
3150	823	1,62677E+12	-1	-1	-1	1034
3151	815	1,62677E+12	-1	-1	-1	979
3152	815	1,62677E+12	-1	-1	-1	963
3153	631	1,62677E+12	-1	-1	-1	0
3154	903	1,62677E+12	-1	-1	-1	4020
3155	871	1,62677E+12	-1	-1	-1	991
3156	895	1,62677E+12	-1	-1	-1	987
3157	967	1,62677E+12	-1	-1	-1	1020
3158	951	1,62677E+12	-1	-1	-1	990
3159	919	1,62677E+12	-1	-1	-1	990
3160	919	1,62677E+12	-1	-1	-1	1021
3161	927	1,62677E+12	-1	-1	-1	1772
3162	903	1,62677E+12	-1	-1	-1	1058
3163	935	1,62677E+12	-1	-1	-1	461
3164	943	1,62677E+12	-1	-1	-1	0
3165	887	1,62677E+12	-1	-1	-1	699
3166	991	1,62677E+12	-1	-1	-1	1018
3167	927	1,62677E+12	-1	-1	-1	992
3168	895	1,62677E+12	-1	-1	-1	991
3169	903	1,62677E+12	-1	-1	-1	991
3170	935	1,62677E+12	-1	-1	-1	1065
3171	791	1,62677E+12	-1	-1	-1	2955
3172	1103	1,62677E+12	-1	-1	-1	1002
3173	927	1,62677E+12	-1	-1	-1	1039
3174	943	1,62677E+12	-1	-1	-1	957
3175	959	1,62677E+12	-1	-1	-1	1089
3176	1007	1,62677E+12	-1	-1	-1	892
3177	967	1,62677E+12	-1	-1	-1	1018
3178	911	1,62677E+12	-1	-1	-1	0
3179	1000	1,62677E+12	-1	-1	-1	993
3180	1023	1,62677E+12	-1	-1	-1	2038
3181	959	1,62677E+12	-1	-1	-1	0
3182	983	1,62677E+12	-1	-1	-1	1001
3183	663	1,62677E+12	-1	-1	-1	3611
3184	1127	1,62677E+12	-1	-1	-1	340
3185	847	1,62677E+12	-1	-1	-1	1020
3186	887	1,62677E+12	-1	-1	-1	3128
3187	903	1,62677E+12	-1	-1	-1	861
3188	791	1,62677E+12	-1	-1	-1	1010
3189	863	1,62677E+12	-1	-1	-1	1001
3190	567	1,62677E+12	-1	-1	-1	0
3191	847	1,62677E+12	-1	-1	-1	3992
3192	839	1,62677E+12	-1	-1	-1	992
3193	983	1,62677E+12	-1	-1	-1	1015
3194	927	1,62677E+12	-1	-1	-1	991
3195	887	1,62677E+12	-1	-1	-1	990
3196	839	1,62677E+12	-1	-1	-1	0
3197	831	1,62677E+12	-1	-1	-1	1018
3198	855	1,62677E+12	-1	-1	-1	1001
3199	951	1,62677E+12	-1	-1	-1	979
3200	911	1,62677E+12	-1	-1	-1	1026
3201	927	1,62677E+12	-1	-1	-1	3009
3202	831	1,62677E+12	-1	-1	-1	0
3203	839	1,62677E+12	-1	-1	-1	1782
3204	927	1,62677E+12	-1	-1	-1	184
3205	967	1,62677E+12	-1	-1	-1	1020
3206	975	1,62677E+12	-1	-1	-1	991
3207	927	1,62677E+12	-1	-1	-1	989
3208	863	1,62677E+12	-1	-1	-1	3002
3209	791	1,62677E+12	-1	-1	-1	0
3210	831	1,62677E+12	-1	-1	-1	1019
3211	903	1,62677E+12	-1	-1	-1	990
3212	943	1,62677E+12	-1	-1	-1	990
3213	1015	1,62677E+12	-1	-1	-1	1019
3214	943	1,62677E+12	-1	-1	-1	3989
3215	919	1,62677E+12	-1	-1	-1	989
3216	903	1,62677E+12	-1	-1	-1	0
3217	767	1,62677E+12	-1	-1	-1	3003
3218	863	1,62677E+12	-1	-1	-1	1020
3219	831	1,62677E+12	-1	-1	-1	990
3220	887	1,62677E+12	-1	-1	-1	989
3221	1015	1,62677E+12	-1	-1	-1	1031
3222	1015	1,62677E+12	-1	-1	-1	980
3223	991	1,62677E+12	-1	-1	-1	987
3224	983	1,62677E+12	-1	-1	-1	1022
3225	1000	1,62677E+12	-1	-1	-1	990
3226	887	1,62677E+12	-1	-1	-1	1022
3227	911	1,62677E+12	-1	-1	-1	0
3228	903	1,62677E+12	-1	-1	-1	989
3229	991	1,62677E+12	-1	-1	-1	2999
3230	975	1,62677E+12	-1	-1	-1	991
3231	919	1,62677E+12	-1	-1	-1	990
3232	943	1,62677E+12	-1	-1	-1	1021
3233	1223	1,62677E+12	-1	-1	-1	3029
3234	719	1,62677E+12	-1	-1	-1	0
3235	831	1,62677E+12	-1	-1	-1	988
3236	823	1,62677E+12	-1	-1	-1	992
3237	911	1,62677E+12	-1	-1	-1	990
3238	951	1,62677E+12	-1	-1	-1	1020
3239	871	1,62677E+12	-1	-1	-1	966
3240	815	1,62677E+12	-1	-1	-1	1014
3241	839	1,62677E+12	-1	-1	-1	0
3242	919	1,62677E+12	-1	-1	-1	990
3243	879	1,62677E+12	-1	-1	-1	989
3244	839	1,62677E+12	-1	-1	-1	1021
3245	895	1,62677E+12	-1	-1	-1	991
3246	887	1,62677E+12	-1	-1	-1	989
3247	919	1,62677E+12	-1	-1	-1	1020
3248	1007	1,62677E+12	-1	-1	-1	993
3249	855	1,62677E+12	-1	-1	-1	986
3250	927	1,62677E+12	-1	-1	-1	1021
3251	807	1,62677E+12	-1	-1	-1	0
3252	991	1,62677E+12	-1	-1	-1	992
3253	871	1,62677E+12	-1	-1	-1	989
3254	663	1,62677E+12	-1	-1	-1	1019
3255	679	1,62677E+12	-1	-1	-1	989
3256	767	1,62677E+12	-1	-1	-1	0
3257	767	1,62677E+12	-1	-1	-1	993
3258	943	1,62677E+12	-1	-1	-1	1018
3259	1023	1,62677E+12	-1	-1	-1	989
3260	1023	1,62677E+12	-1	-1	-1	992
3261	951	1,62677E+12	-1	-1	-1	1019
3262	1007	1,62677E+12	-1	-1	-1	989
3263	1007	1,62677E+12	-1	-1	-1	989
3264	1007	1,62677E+12	-1	-1	-1	1024
3265	1047	1,62677E+12	-1	-1	-1	988
3266	959	1,62677E+12	-1	-1	-1	1020
3267	1031	1,62677E+12	-1	-1	-1	991
3268	679	1,62677E+12	-1	-1	-1	1018
3269	743	1,62677E+12	-1	-1	-1	2971
3270	823	1,62677E+12	-1	-1	-1	2010
3271	991	1,62677E+12	-1	-1	-1	3991
3272	775	1,62677E+12	-1	-1	-1	1978
3273	791	1,62677E+12	-1	-1	-1	1020
3274	967	1,62677E+12	-1	-1	-1	3001
3275	879	1,62677E+12	-1	-1	-1	992
3276	1023	1,62677E+12	-1	-1	-1	989
3277	767	1,62677E+12	-1	-1	-1	0
3278	927	1,62677E+12	-1	-1	-1	3028
3279	855	1,62677E+12	-1	-1	-1	990
3280	927	1,62677E+12	-1	-1	-1	989
3281	959	1,62677E+12	-1	-1	-1	5012
3282	983	1,62677E+12	-1	-1	-1	1002
3283	887	1,62677E+12	-1	-1	-1	977
3284	831	1,62677E+12	-1	-1	-1	1022
3285	863	1,62677E+12	-1	-1	-1	989
3286	991	1,62677E+12	-1	-1	-1	3000
3287	799	1,62677E+12	-1	-1	-1	0
3288	983	1,62677E+12	-1	-1	-1	998
3289	919	1,62677E+12	-1	-1	-1	1011
3290	823	1,62677E+12	-1	-1	-1	992
3291	927	1,62677E+12	-1	-1	-1	999
3292	839	1,62677E+12	-1	-1	-1	1010
3293	839	1,62677E+12	-1	-1	-1	991
3294	927	1,62677E+12	-1	-1	-1	989
3295	895	1,62677E+12	-1	-1	-1	1051
3296	911	1,62677E+12	-1	-1	-1	0
3297	895	1,62677E+12	-1	-1	-1	959
3298	855	1,62677E+12	-1	-1	-1	990
3299	887	1,62677E+12	-1	-1	-1	1020
3300	975	1,62677E+12	-1	-1	-1	3002
3301	1023	1,62677E+12	-1	-1	-1	994
3302	975	1,62677E+12	-1	-1	-1	986
3303	959	1,62677E+12	-1	-1	-1	1017
3304	919	1,62677E+12	-1	-1	-1	991
3305	847	1,62677E+12	-1	-1	-1	3992
3306	863	1,62677E+12	-1	-1	-1	1017
3307	839	1,62677E+12	-1	-1	-1	991
3308	919	1,62677E+12	-1	-1	-1	989
3309	895	1,62677E+12	-1	-1	-1	1021
3310	895	1,62677E+12	-1	-1	-1	990
3311	935	1,62677E+12	-1	-1	-1	990
3312	951	1,62677E+12	-1	-1	-1	1020
3313	943	1,62677E+12	-1	-1	-1	990
3314	943	1,62677E+12	-1	-1	-1	0
3315	919	1,62677E+12	-1	-1	-1	991
3316	911	1,62677E+12	-1	-1	-1	1020
3317	943	1,62677E+12	-1	-1	-1	988
3318	903	1,62677E+12	-1	-1	-1	991
3319	879	1,62677E+12	-1	-1	-1	1021
3320	807	1,62677E+12	-1	-1	-1	1980
3321	871	1,62677E+12	-1	-1	-1	1018
3322	911	1,62677E+12	-1	-1	-1	992
3323	887	1,62677E+12	-1	-1	-1	990
3324	903	1,62677E+12	-1	-1	-1	1020
3325	967	1,62677E+12	-1	-1	-1	988
3326	879	1,62677E+12	-1	-1	-1	991
3327	903	1,62677E+12	-1	-1	-1	1020
3328	1167	1,62677E+12	-1	-1	-1	990
3329	903	1,62677E+12	-1	-1	-1	2012
3330	895	1,62677E+12	-1	-1	-1	987
3331	927	1,62677E+12	-1	-1	-1	993
3332	815	1,62677E+12	-1	-1	-1	3041
3333	871	1,62677E+12	-1	-1	-1	980
3334	943	1,62677E+12	-1	-1	-1	987
3335	991	1,62677E+12	-1	-1	-1	991
3336	959	1,62677E+12	-1	-1	-1	1020
3337	1111	1,62677E+12	-1	-1	-1	989
3338	895	1,62677E+12	-1	-1	-1	1020
3339	975	1,62677E+12	-1	-1	-1	991
3340	927	1,62677E+12	-1	-1	-1	990
3341	871	1,62677E+12	-1	-1	-1	0
3342	871	1,62677E+12	-1	-1	-1	992
3343	871	1,62677E+12	-1	-1	-1	1018
3344	911	1,62677E+12	-1	-1	-1	990
3345	935	1,62677E+12	-1	-1	-1	990
3346	935	1,62677E+12	-1	-1	-1	1021
3347	887	1,62677E+12	-1	-1	-1	3989
3348	927	1,62677E+12	-1	-1	-1	988
3349	1199	1,62677E+12	-1	-1	-1	5011
3350	799	1,62677E+12	-1	-1	-1	3000
3351	831	1,62677E+12	-1	-1	-1	990
3352	775	1,62677E+12	-1	-1	-1	1019
3353	903	1,62677E+12	-1	-1	-1	990
3354	855	1,62677E+12	-1	-1	-1	1023
3355	895	1,62677E+12	-1	-1	-1	2997
3356	863	1,62677E+12	-1	-1	-1	1981
3357	911	1,62677E+12	-1	-1	-1	3990
3358	959	1,62677E+12	-1	-1	-1	0
3359	1151	1,62677E+12	-1	-1	-1	2017
3360	1135	1,62677E+12	-1	-1	-1	982
3361	1151	1,62677E+12	-1	-1	-1	1021
3362	1071	1,62677E+12	-1	-1	-1	3990
3363	943	1,62677E+12	-1	-1	-1	990
3364	951	1,62677E+12	-1	-1	-1	1019
3365	935	1,62677E+12	-1	-1	-1	992
3366	975	1,62677E+12	-1	-1	-1	989
3367	935	1,62677E+12	-1	-1	-1	1023
3368	967	1,62677E+12	-1	-1	-1	986
3369	911	1,62677E+12	-1	-1	-1	992
3370	951	1,62677E+12	-1	-1	-1	1023
3371	911	1,62677E+12	-1	-1	-1	989
3372	823	1,62677E+12	-1	-1	-1	988
3373	887	1,62677E+12	-1	-1	-1	0
3374	903	1,62677E+12	-1	-1	-1	1019
3375	935	1,62677E+12	-1	-1	-1	990
3376	903	1,62677E+12	-1	-1	-1	990
3377	799	1,62677E+12	-1	-1	-1	3000
3378	871	1,62677E+12	-1	-1	-1	2040
3379	831	1,62677E+12	-1	-1	-1	2970
3380	831	1,62677E+12	-1	-1	-1	0
3381	903	1,62677E+12	-1	-1	-1	990
3382	927	1,62677E+12	-1	-1	-1	1021
3383	911	1,62677E+12	-1	-1	-1	989
3384	991	1,62677E+12	-1	-1	-1	1019
3385	1000	1,62677E+12	-1	-1	-1	991
3386	1000	1,62677E+12	-1	-1	-1	989
3387	983	1,62677E+12	-1	-1	-1	991
3388	863	1,62677E+12	-1	-1	-1	3000
3389	895	1,62677E+12	-1	-1	-1	0
3390	967	1,62677E+12	-1	-1	-1	1020
3391	991	1,62677E+12	-1	-1	-1	1050
3392	1071	1,62677E+12	-1	-1	-1	929
3393	1119	1,62677E+12	-1	-1	-1	2013
3394	1039	1,62677E+12	-1	-1	-1	1004
3395	1039	1,62677E+12	-1	-1	-1	1033
3396	1055	1,62677E+12	-1	-1	-1	960
3397	775	1,62677E+12	-1	-1	-1	990
3398	975	1,62677E+12	-1	-1	-1	3992
3399	991	1,62677E+12	-1	-1	-1	1019
3400	935	1,62677E+12	-1	-1	-1	990
3401	983	1,62677E+12	-1	-1	-1	0
3402	959	1,62677E+12	-1	-1	-1	990
3403	879	1,62677E+12	-1	-1	-1	1020
3404	799	1,62677E+12	-1	-1	-1	990
3405	863	1,62677E+12	-1	-1	-1	991
3406	951	1,62677E+12	-1	-1	-1	1048
3407	1000	1,62677E+12	-1	-1	-1	992
3408	951	1,62677E+12	-1	-1	-1	989
3409	991	1,62677E+12	-1	-1	-1	994
3410	895	1,62677E+12	-1	-1	-1	987
3411	887	1,62677E+12	-1	-1	-1	991
3412	815	1,62677E+12	-1	-1	-1	0
3413	847	1,62677E+12	-1	-1	-1	1017
3414	895	1,62677E+12	-1	-1	-1	991
3415	863	1,62677E+12	-1	-1	-1	991
3416	871	1,62677E+12	-1	-1	-1	1019
3417	959	1,62677E+12	-1	-1	-1	989
3418	615	1,62677E+12	-1	-1	-1	994
3419	1007	1,62677E+12	-1	-1	-1	1016
3420	1071	1,62677E+12	-1	-1	-1	992
3421	983	1,62677E+12	-1	-1	-1	1021
3422	967	1,62677E+12	-1	-1	-1	987
3423	967	1,62677E+12	-1	-1	-1	990
3424	983	1,62677E+12	-1	-1	-1	991
3425	903	1,62677E+12	-1	-1	-1	0
3426	903	1,62677E+12	-1	-1	-1	1020
3427	895	1,62677E+12	-1	-1	-1	991
3428	1007	1,62677E+12	-1	-1	-1	990
3429	975	1,62677E+12	-1	-1	-1	1018
3430	927	1,62677E+12	-1	-1	-1	993
3431	951	1,62677E+12	-1	-1	-1	989
3432	959	1,62677E+12	-1	-1	-1	1020
3433	959	1,62677E+12	-1	-1	-1	991
3434	951	1,62677E+12	-1	-1	-1	988
3435	975	1,62677E+12	-1	-1	-1	1020
3436	935	1,62677E+12	-1	-1	-1	990
3437	935	1,62677E+12	-1	-1	-1	990
3438	959	1,62677E+12	-1	-1	-1	1020
3439	935	1,62677E+12	-1	-1	-1	992
3440	919	1,62677E+12	-1	-1	-1	988
3441	927	1,62677E+12	-1	-1	-1	1058
3442	935	1,62677E+12	-1	-1	-1	0
3443	935	1,62677E+12	-1	-1	-1	983
3444	935	1,62677E+12	-1	-1	-1	991
3445	943	1,62677E+12	-1	-1	-1	989
3446	903	1,62677E+12	-1	-1	-1	991
3447	919	1,62677E+12	-1	-1	-1	989
3448	927	1,62677E+12	-1	-1	-1	1020
3449	887	1,62677E+12	-1	-1	-1	990
3450	943	1,62677E+12	-1	-1	-1	991
3451	903	1,62677E+12	-1	-1	-1	1018
3452	927	1,62677E+12	-1	-1	-1	992
3453	887	1,62677E+12	-1	-1	-1	993
3454	911	1,62677E+12	-1	-1	-1	1016
3455	935	1,62677E+12	-1	-1	-1	0
3456	911	1,62677E+12	-1	-1	-1	989
3457	943	1,62677E+12	-1	-1	-1	992
3458	967	1,62677E+12	-1	-1	-1	1019
3459	935	1,62677E+12	-1	-1	-1	990
3460	1000	1,62677E+12	-1	-1	-1	993
3461	1023	1,62677E+12	-1	-1	-1	1017
3462	967	1,62677E+12	-1	-1	-1	3989
3463	855	1,62677E+12	-1	-1	-1	990
3464	943	1,62677E+12	-1	-1	-1	1020
3465	823	1,62677E+12	-1	-1	-1	1020
3466	823	1,62677E+12	-1	-1	-1	959
3467	991	1,62677E+12	-1	-1	-1	992
3468	847	1,62677E+12	-1	-1	-1	0
