	Timestamp	Quality	Lat	Lon	gap (ms)	distance	test	km/h	0,099803509
213	1,62729E+12	16,1989994	50,6292325	3,0554051	4568	0	-	0	
214	1,62729E+12	16,1989994	50,6292325	3,0554051	7415	0	-	0	
215	1,62729E+12	16,1989994	50,6292325	3,0554051	4573	0	-	0	
216	1,62729E+12	16,1989994	50,6292325	3,0554051	7497	0	-	0	
217	1,62729E+12	16,1989994	50,6292325	3,0554051	4553	0	-	0	
218	1,62729E+12	16,1989994	50,6292325	3,0554051	7434	0	-	0	
219	1,62729E+12	16,1989994	50,6292325	3,0554051	4545	0	-	0	
220	1,62729E+12	16,1989994	50,6292325	3,0554051	7468	0	-	0	
221	1,62729E+12	16,1989994	50,6292325	3,0554051	4584	0	-	0	
222	1,62729E+12	16,1989994	50,6292325	3,0554051	7414	0	-	0	
223	1,62729E+12	16,1989994	50,6292325	3,0554051	4511	0	-	0	
224	1,62729E+12	16,1989994	50,6292325	3,0554051	7483	0	-	0	
225	1,62729E+12	16,1989994	50,6292325	3,0554051	4516	0,00230597	-	0,023105103	
226	1,62729E+12	14,05000019	50,6292155	3,0553864	8108	0	-	0	
227	1,62729E+12	14,05000019	50,6292155	3,0553864	3947	5637,139737	outlayer	56482,38029	
