	Timestamp	Quality	Lat	Lon	
198	1,62495E+12	3	50,63245713	3,021941854	6001
199	1,62495E+12	4	50,6325122	3,021871179	5999
200	1,62495E+12	4	50,63258572	3,02183311	6002
201	1,62495E+12	4	50,63265338	3,021750599	6005
202	1,62495E+12	6	50,63272565	3,021691236	6000
203	1,62495E+12	6	50,63278531	3,021629709	5992
204	1,62495E+12	6	50,63284945	3,021574085	6010
205	1,62495E+12	6	50,63288969	3,021518666	5988
206	1,62495E+12	6	50,63293521	3,02143745	6008
207	1,62495E+12	6	50,63297158	3,021362039	5998
208	1,62495E+12	6	50,6330329	3,021327498	6078
209	1,62495E+12	6	50,63311586	3,02127755	5957
210	1,62495E+12	6	50,63315808	3,021199411	5959
211	1,62495E+12	6	50,63322027	3,021170506	6006
212	1,62495E+12	6	50,63323786	3,021016116	5999
213	1,62495E+12	8	50,63326205	3,021002847	5998
214	1,62495E+12	8	50,63329252	3,020924853	5979
215	1,62495E+12	8	50,63331492	3,020843787	5984
216	1,62495E+12	8	50,63333404	3,020736488	6036
217	1,62495E+12	8	50,63333927	3,020576175	5966
218	1,62495E+12	8	50,63331791	3,020515273	6002
219	1,62495E+12	8	50,63330846	3,020504429	5995
220	1,62495E+12	8	50,63329932	3,020475485	6001
221	1,62495E+12	8	50,63325254	3,020466681	5962
222	1,62495E+12	8	50,63322634	3,020438516	6058
223	1,62495E+12	8	50,63323384	3,020421541	5985
224	1,62495E+12	8	50,63323439	3,020412313	6000
225	1,62495E+12	8	50,63323439	3,020412313	6012
226	1,62495E+12	8	50,63323439	3,020412313	5989
227	1,62495E+12	8	50,63323439	3,020412313	6032
228	1,62495E+12	8	50,63323439	3,020412313	5952
229	1,62495E+12	8	50,63323439	3,020412313	5949
