	RR	Timestamp	écart		moyenne	min	max	mode	écart-type	durée	somme RR	max écart tmsp	écart-type tmsp	25e centile	50e centile	75e centile	RR/durée	durée (min)	état	deconnexion
2839	718	1623390502651	958	11/06/2021 07:48																
2840	542	1623390503641	990	11/06/2021 07:48																
2841	614	1623390503641	0	11/06/2021 07:48																
2842	617	1623390504601	960	11/06/2021 07:48																
2843	699	1623390505592	991	11/06/2021 07:48																
2844	599	1623390505592	0	11/06/2021 07:48																
2845	679	1623390506580	988	11/06/2021 07:48																
2846	683	1623390506580	0	11/06/2021 07:48																
2847	648	1623390507540	960	11/06/2021 07:48																
2848	494	1623390508530	990	11/06/2021 07:48																
2849	1297	1623390509493	963	11/06/2021 07:48																
2850	515	1623390509493	0	11/06/2021 07:48																
2851	1266	1623390511469	1976	11/06/2021 07:48																
2852	1818	1623390513422	1953	11/06/2021 07:48																
2853	719	1623390513422	0	11/06/2021 07:48																
2854	430	1623390514409	987	11/06/2021 07:48																
2855	602	1623390514409	0	11/06/2021 07:48																
2856	587	1623390515369	960	11/06/2021 07:48																
2857	637	1623390516359	990	11/06/2021 07:48																
2858	645	1623390516359	0	11/06/2021 07:48																
2859	515	1623390517319	960	11/06/2021 07:48																
2860	1082	1623390518308	989	11/06/2021 07:48																
2861	507	1623390519298	990	11/06/2021 07:48																
2862	1527	1623390520258	960	11/06/2021 07:48																
2863	761	1623390521248	990	11/06/2021 07:48																
2864	940	1623390522208	960	11/06/2021 07:48																
2865	689	1623390522208	0	11/06/2021 07:48																
2866	759	1623390524188	1980	11/06/2021 07:48																
2867	1093	1623390524188	0	11/06/2021 07:48																
2868	567	1623390525149	961	11/06/2021 07:48																
2869	613	1623390526138	989	11/06/2021 07:48																
2870	634	1623390526138	0	11/06/2021 07:48																
2871	592	1623390527128	990	11/06/2021 07:48																
2872	605	1623390527128	0	11/06/2021 07:48																
2873	644	1623390528088	960	11/06/2021 07:48																
2874	566	1623390529078	990	11/06/2021 07:48																
2875	649	1623390529078	0	11/06/2021 07:48																
2876	663	1623390530041	963	11/06/2021 07:48																
2877	559	1623390531030	989	11/06/2021 07:48																
2878	654	1623390531030	0	11/06/2021 07:48																
2879	641	1623390532022	992	11/06/2021 07:48																
2880	594	1623390532980	958	11/06/2021 07:48																
2881	583	1623390532980	0	11/06/2021 07:48																
2882	639	1623390533968	988	11/06/2021 07:48																
2883	674	1623390534960	992	11/06/2021 07:48																
2884	557	1623390534960	0	11/06/2021 07:48																
2885	705	1623390535920	960	11/06/2021 07:48																
2886	641	1623390535920	0	11/06/2021 07:48																
2887	593	1623390536910	990	11/06/2021 07:48																
2888	1003	1623390538860	1950	11/06/2021 07:48																
2889	1111	1623390538860	0	11/06/2021 07:48																
2890	695	1623390539851	991	11/06/2021 07:49																
2891	378	1623390539851	0	11/06/2021 07:49																
2892	584	1623390540808	957	11/06/2021 07:49																
2893	1676	1623390542791	1983	11/06/2021 07:49																
2894	797	1623390543751	960	11/06/2021 07:49																
2895	1252	1623390544741	990	11/06/2021 07:49																
2896	505	1623390544741	0	11/06/2021 07:49																
2897	559	1623390545729	988	11/06/2021 07:49																
2898	732	1623390546690	961	11/06/2021 07:49																
2899	1276	1623390547682	992	11/06/2021 07:49																
2900	498	1623390547682	0	11/06/2021 07:49																
2901	709	1623390548640	958	11/06/2021 07:49																
2902	680	1623390549629	989	11/06/2021 07:49																
2903	557	1623390549630	1	11/06/2021 07:49																
2904	755	1623390550619	989	11/06/2021 07:49																
2905	476	1623390551581	962	11/06/2021 07:49																
2906	636	1623390551581	0	11/06/2021 07:49																
2907	467	1623390552569	988	11/06/2021 07:49																
2908	1068	1623390553561	992	11/06/2021 07:49																
2909	946	1623390554519	958	11/06/2021 07:49																
2910	808	1623390554519	0	11/06/2021 07:49																
2911	515	1623390555513	994	11/06/2021 07:49																
2912	597	1623390556472	959	11/06/2021 07:49																
2913	1068	1623390557462	990	11/06/2021 07:49																
2914	750	1623390558453	991	11/06/2021 07:49																
2915	657	1623390558453	0	11/06/2021 07:49																
2916	634	1623390559414	961	11/06/2021 07:49																
2917	748	1623390560403	989	11/06/2021 07:49																
2918	1206	1623390561364	961	11/06/2021 07:49																
2919	600	1623390562355	991	11/06/2021 07:49																
2920	1430	1623390563345	990	11/06/2021 07:49																
2921	775	1623390564305	960	11/06/2021 07:49																
2922	916	1623390565295	990	11/06/2021 07:49																
2923	627	1623390565295	0	11/06/2021 07:49																
2924	694	1623390566285	990	11/06/2021 07:49																
2925	531	1623390566285	0	11/06/2021 07:49																
2926	723	1623390567245	960	11/06/2021 07:49																
2927	1139	1623390569226	1981	11/06/2021 07:49																
2928	1339	1623390570186	960	11/06/2021 07:49																
2929	641	1623390571176	990	11/06/2021 07:49																
2930	628	1623390571176	0	11/06/2021 07:49																
2931	564	1623390572136	960	11/06/2021 07:49																
2932	669	1623390572136	0	11/06/2021 07:49																
2933	825	1623390573127	991	11/06/2021 07:49																
2934	452	1623390574117	990	11/06/2021 07:49																
2935	619	1623390574117	0	11/06/2021 07:49																
2936	675	1623390575078	961	11/06/2021 07:49																
2937	620	1623390576069	991	11/06/2021 07:49																
2938	656	1623390576069	0	11/06/2021 07:49																
2939	490	1623390577029	960	11/06/2021 07:49																
2940	1267	1623390578021	992	11/06/2021 07:49																
2941	1250	1623390579010	989	11/06/2021 07:49																
2942	723	1623390579970	960	11/06/2021 07:49																
2943	1217	1623390581952	1982	11/06/2021 07:49																
2944	656	1623390581952	0	11/06/2021 07:49																
2945	1218	1623390582910	958	11/06/2021 07:49																
2946	666	1623390583898	988	11/06/2021 07:49																
2947	579	1623390584860	962	11/06/2021 07:49																
2948	681	1623390584860	0	11/06/2021 07:49																
2949	635	1623390585854	994	11/06/2021 07:49																
2950	616	1623390586841	987	11/06/2021 07:49																
2951	619	1623390586841	0	11/06/2021 07:49																
2952	631	1623390587801	960	11/06/2021 07:49																
2953	662	1623390588790	989	11/06/2021 07:49																
2954	1307	1623390589781	991	11/06/2021 07:49																
2955	609	1623390589781	0	11/06/2021 07:49																
2956	633	1623390590740	959	11/06/2021 07:49																
2957	1128	1623390591731	991	11/06/2021 07:49																
2958	795	1623390592719	988	11/06/2021 07:49																
2959	391	1623390592720	1	11/06/2021 07:49																
2960	685	1623390593681	961	11/06/2021 07:49																
2961	561	1623390594671	990	11/06/2021 07:49																
2962	547	1623390594671	0	11/06/2021 07:49																
2963	731	1623390595630	959	11/06/2021 07:49																
2964	1398	1623390596623	993	11/06/2021 07:49																
2965	568	1623390597611	988	11/06/2021 07:49																
2966	1089	1623390598570	959	11/06/2021 07:49																
2967	701	1623390599561	991	11/06/2021 07:50																
2968	1432	1623390600523	962	11/06/2021 07:50																
2969	664	1623390601509	986	11/06/2021 07:50																
2970	535	1623390602501	992	11/06/2021 07:50																
2971	560	1623390602501	0	11/06/2021 07:50																
2972	684	1623390603492	991	11/06/2021 07:50																
2973	883	1623390604453	961	11/06/2021 07:50																
2974	497	1623390604453	0	11/06/2021 07:50																
2975	663	1623390605440	987	11/06/2021 07:50																
2976	508	1623390605440	0	11/06/2021 07:50																
2977	851	1623390606400	960	11/06/2021 07:50																
2978	875	1623390608350	1950	11/06/2021 07:50																
2979	2420	1623390610330	1980	11/06/2021 07:50																
2980	594	1623390610330	0	11/06/2021 07:50																
2981	725	1623390611289	959	11/06/2021 07:50																
2982	1145	1623390612280	991	11/06/2021 07:50																
2983	688	1623390613239	959	11/06/2021 07:50																
2984	610	1623390613239	0	11/06/2021 07:50																
2985	547	1623390614229	990	11/06/2021 07:50																
2986	689	1623390615219	990	11/06/2021 07:50																
2987	625	1623390615219	0	11/06/2021 07:50																
2988	585	1623390616180	961	11/06/2021 07:50																
2989	670	1623390617169	989	11/06/2021 07:50																
2990	577	1623390617169	0	11/06/2021 07:50																
2991	649	1623390618159	990	11/06/2021 07:50																
2992	643	1623390619119	960	11/06/2021 07:50																
2993	1433	1623390620109	990	11/06/2021 07:50																
2994	553	1623390621070	961	11/06/2021 07:50																
2995	925	1623390622060	990	11/06/2021 07:50																
2996	897	1623390622060	0	11/06/2021 07:50																
2997	909	1623390624012	1952	11/06/2021 07:50																
2998	1956	1623390625002	990	11/06/2021 07:50																
2999	909	1623390625991	989	11/06/2021 07:50																
3000	422	1623390626953	962	11/06/2021 07:50																
3001	672	1623390626953	0	11/06/2021 07:50																
3002	489	1623390627941	988	11/06/2021 07:50																
3003	1127	1623390628902	961	11/06/2021 07:50																
3004	1754	1623390630884	1982	11/06/2021 07:50																
3005	1153	1623390631840	956	11/06/2021 07:50																
3006	543	1623390632830	990	11/06/2021 07:50																
3007	1425	1623390633821	991	11/06/2021 07:50																
3008	1134	1623390634782	961	11/06/2021 07:50																
3009	1176	1623390635771	989	11/06/2021 07:50																
3010	1506	1623390637721	1950	11/06/2021 07:50																
3011	1012	1623390638713	992	11/06/2021 07:50																
3012	559	1623390638713	0	11/06/2021 07:50																
3013	641	1623390640661	1948	11/06/2021 07:50																
3014	1724	1623390641651	990	11/06/2021 07:50																
3015	538	1623390641651	0	11/06/2021 07:50																
3016	663	1623390642613	962	11/06/2021 07:50																
3017	516	1623390643601	988	11/06/2021 07:50																
3018	1181	1623390644559	958	11/06/2021 07:50																
3019	1278	1623390645552	993	11/06/2021 07:50																
3020	470	1623390646543	991	11/06/2021 07:50																
3021	657	1623390646543	0	11/06/2021 07:50																
3022	592	1623390647499	956	11/06/2021 07:50																
3023	584	1623390648491	992	11/06/2021 07:50																
3024	611	1623390648491	0	11/06/2021 07:50																
3025	615	1623390649450	959	11/06/2021 07:50																
3026	604	1623390649450	0	11/06/2021 07:50																
3027	581	1623390650441	991	11/06/2021 07:50																
3028	674	1623390651430	989	11/06/2021 07:50																
3029	644	1623390651430	0	11/06/2021 07:50																
3030	653	1623390652390	960	11/06/2021 07:50																
3031	493	1623390652390	0	11/06/2021 07:50																
3032	707	1623390653380	990	11/06/2021 07:50																
3033	706	1623390654339	959	11/06/2021 07:50																
3034	1039	1623390655329	990	11/06/2021 07:50																
3035	1216	1623390656319	990	11/06/2021 07:50																
3036	625	1623390657279	960	11/06/2021 07:50																
3037	608	1623390658269	990	11/06/2021 07:50																
3038	599	1623390658269	0	11/06/2021 07:50																
3039	622	1623390659259	990	11/06/2021 07:50																
3040	581	1623390659259	0	11/06/2021 07:50																
3041	1210	1623390661209	1950	11/06/2021 07:51																
3042	555	1623390661209	0	11/06/2021 07:51																
3043	756	1623390662168	959	11/06/2021 07:51																
3044	559	1623390663158	990	11/06/2021 07:51																
3045	533	1623390663158	0	11/06/2021 07:51																
3046	631	1623390664149	991	11/06/2021 07:51																
3047	686	1623390665109	960	11/06/2021 07:51																
3048	608	1623390665109	0	11/06/2021 07:51																
3049	600	1623390666099	990	11/06/2021 07:51																
3050	591	1623390666099	0	11/06/2021 07:51																
3051	1221	1623390668051	1952	11/06/2021 07:51																
3052	1152	1623390669042	991	11/06/2021 07:51																
3053	621	1623390669042	0	11/06/2021 07:51																
3054	659	1623390670030	988	11/06/2021 07:51																
3055	602	1623390670990	960	11/06/2021 07:51																
3056	603	1623390670990	0	11/06/2021 07:51																
3057	604	1623390671980	990	11/06/2021 07:51																
3058	597	1623390671980	0	11/06/2021 07:51																
3059	612	1623390672942	962	11/06/2021 07:51																
3060	631	1623390673930	988	11/06/2021 07:51																
3061	568	1623390673930	0	11/06/2021 07:51																
3062	1254	1623390675880	1950	11/06/2021 07:51																
3063	1246	1623390676873	993	11/06/2021 07:51																
3064	1308	1623390677830	957	11/06/2021 07:51																
3065	521	1623390678820	990	11/06/2021 07:51																
3066	602	1623390678820	0	11/06/2021 07:51																
3067	560	1623390679811	991	11/06/2021 07:51																
3068	599	1623390679811	0	11/06/2021 07:51																
3069	613	1623390680770	959	11/06/2021 07:51																
3070	617	1623390681760	990	11/06/2021 07:51																
3071	613	1623390681760	0	11/06/2021 07:51																
3072	614	1623390682751	991	11/06/2021 07:51																
3073	622	1623390683713	962	11/06/2021 07:51																
3074	618	1623390684701	988	11/06/2021 07:51																
3075	1752	1623390685661	960	11/06/2021 07:51																
3076	1848	1623390687639	1978	11/06/2021 07:51																
3077	487	1623390687639	0	11/06/2021 07:51																
3078	657	1623390688601	962	11/06/2021 07:51																
3079	1049	1623390689588	987	11/06/2021 07:51																
3080	1350	1623390691539	1951	11/06/2021 07:51																
3081	1206	1623390692530	991	11/06/2021 07:51																
3082	652	1623390692530	0	11/06/2021 07:51																
3083	613	1623390693490	960	11/06/2021 07:51																
3084	593	1623390694480	990	11/06/2021 07:51																
3085	1080	1623390695472	992	11/06/2021 07:51																
3086	1909	1623390697418	1946	11/06/2021 07:51																
3087	1126	1623390698409	991	11/06/2021 07:51																
3088	685	1623390699369	960	11/06/2021 07:51																
3089	608	1623390700359	990	11/06/2021 07:51																
3090	1680	1623390701317	958	11/06/2021 07:51																
3091	586	1623390702307	990	11/06/2021 07:51																
3092	592	1623390702307	0	11/06/2021 07:51																
3093	589	1623390703298	991	11/06/2021 07:51																
3094	609	1623390703298	0	11/06/2021 07:51																
3095	604	1623390704257	959	11/06/2021 07:51																
3096	595	1623390705248	991	11/06/2021 07:51																
3097	596	1623390705248	0	11/06/2021 07:51																
3098	611	1623390706207	959	11/06/2021 07:51																
3099	621	1623390706207	0	11/06/2021 07:51																
3100	604	1623390707198	991	11/06/2021 07:51																
3101	625	1623390708187	989	11/06/2021 07:51																
3102	615	1623390708187	0	11/06/2021 07:51																
3103	619	1623390709147	960	11/06/2021 07:51																
3104	625	1623390710138	991	11/06/2021 07:51																
3105	613	1623390710138	0	11/06/2021 07:51																
3106	626	1623390711098	960	11/06/2021 07:51																
3107	606	1623390711098	0	11/06/2021 07:51																
3108	626	1623390712088	990	11/06/2021 07:51																
3109	614	1623390713078	990	11/06/2021 07:51																
3110	608	1623390713078	0	11/06/2021 07:51																
3111	609	1623390714040	962	11/06/2021 07:51																
3112	627	1623390715029	989	11/06/2021 07:51																
3113	605	1623390715030	1	11/06/2021 07:51																
3114	613	1623390715990	960	11/06/2021 07:51																
3115	747	1623390716979	989	11/06/2021 07:51																
3116	1121	1623390717969	990	11/06/2021 07:51																
3117	1153	1623390718929	960	11/06/2021 07:51																
3118	1410	1623390720907	1978	11/06/2021 07:52																
3119	1382	1623390721867	960	11/06/2021 07:52																
3120	609	1623390721867	0	11/06/2021 07:52																
3121	979	1623390722857	990	11/06/2021 07:52																
3122	485	1623390723851	994	11/06/2021 07:52																
3123	578	1623390723851	0	11/06/2021 07:52																
3124	562	1623390724810	959	11/06/2021 07:52																
3125	582	1623390725798	988	11/06/2021 07:52																
3126	625	1623390725798	0	11/06/2021 07:52																
3127	568	1623390726775	977	11/06/2021 07:52																
3128	611	1623390726775	0	11/06/2021 07:52																
3129	596	1623390727750	975	11/06/2021 07:52																
3130	484	1623390728739	989	11/06/2021 07:52																
3131	318	1623390728739	0	11/06/2021 07:52																
3132	400	1623390728739	0	11/06/2021 07:52																
3133	412	1623390729699	960	11/06/2021 07:52																
3134	778	1623390729699	0	11/06/2021 07:52																
3135	431	1623390730687	988	11/06/2021 07:52																
3136	369	1623390730687	0	11/06/2021 07:52																
3137	435	1623390731681	994	11/06/2021 07:52																
3138	1407	1623390732640	959	11/06/2021 07:52																
3139	558	1623390733634	994	11/06/2021 07:52																
3140	395	1623390733634	0	11/06/2021 07:52																
3141	1072	1623390735587	1953	11/06/2021 07:52																
3142	716	1623390735587	0	11/06/2021 07:52																
3143	809	1623390736600	1013	11/06/2021 07:52																
3144	977	1623390737527	927	11/06/2021 07:52																
3145	642	1623390738519	992	11/06/2021 07:52																
3146	937	1623390738519	0	11/06/2021 07:52																
3147	807	1623390740471	1952	11/06/2021 07:52																
3148	549	1623390740471	0	11/06/2021 07:52																
3149	940	1623390741457	986	11/06/2021 07:52																
3150	1206	1623390742419	962	11/06/2021 07:52																
3151	1532	1623390744398	1979	11/06/2021 07:52																
3152	625	1623390745357	959	11/06/2021 07:52																
3153	1731	1623390746347	990	11/06/2021 07:52																
3154	489	1623390747309	962	11/06/2021 07:52																
3155	1159	1623390748297	988	11/06/2021 07:52																
3156	1652	1623390749286	989	11/06/2021 07:52																
3157	651	1623390750246	960	11/06/2021 07:52																
3158	896	1623390751237	991	11/06/2021 07:52																
3159	1188	1623390752227	990	11/06/2021 07:52																
3160	986	1623390753187	960	11/06/2021 07:52																
3161	1033	1623390754176	989	11/06/2021 07:52																
3162	478	1623390755136	960	11/06/2021 07:52																
3163	2685	1623390757117	1981	11/06/2021 07:52																
3164	547	1623390758122	1005	11/06/2021 07:52																
3165	637	1623390759084	962	11/06/2021 07:52																
3166	532	1623390759084	0	11/06/2021 07:52																
3167	393	1623390760093	1009	11/06/2021 07:52																
3168	711	1623390760093	0	11/06/2021 07:52																
3169	361	1623390761018	925	11/06/2021 07:52																
3170	435	1623390761018	0	11/06/2021 07:52																
3171	383	1623390761018	0	11/06/2021 07:52																
3172	498	1623390762007	989	11/06/2021 07:52																
3173	586	1623390762998	991	11/06/2021 07:52																
3174	1392	1623390763957	959	11/06/2021 07:52																
3175	857	1623390764951	994	11/06/2021 07:52																
3176	515	1623390765909	958	11/06/2021 07:52																
3177	554	1623390765909	0	11/06/2021 07:52																
3178	460	1623390766899	990	11/06/2021 07:52																
3179	515	1623390766899	0	11/06/2021 07:52																
3180	642	1623390768227	1328	11/06/2021 07:52																
3181	546	1623390768227	0	11/06/2021 07:52																
3182	411	1623390768991	764	11/06/2021 07:52																
3183	470	1623390768991	0	11/06/2021 07:52																
3184	922	1623390769919	928	11/06/2021 07:52																
3185	805	1623390770878	959	11/06/2021 07:52																
3186	449	1623390770878	0	11/06/2021 07:52																
3187	780	1623390771788	910	11/06/2021 07:52																
3188	1064	1623390772778	990	11/06/2021 07:52																
3189	593	1623390773744	966	11/06/2021 07:52																
3190	565	1623390773744	0	11/06/2021 07:52																
3191	571	1623390774728	984	11/06/2021 07:52																
3192	524	1623390775718	990	11/06/2021 07:52																
3193	578	1623390775718	0	11/06/2021 07:52																
3194	551	1623390776678	960	11/06/2021 07:52																
3195	576	1623390776678	0	11/06/2021 07:52																
3196	546	1623390777670	992	11/06/2021 07:52																
3197	401	1623390777670	0	11/06/2021 07:52																
3198	756	1623390778628	958	11/06/2021 07:52																
3199	560	1623390779618	990	11/06/2021 07:53																
3200	1082	1623390780607	989	11/06/2021 07:53																
3201	532	1623390780607	0	11/06/2021 07:53																
3202	640	1623390781569	962	11/06/2021 07:53																
3203	485	1623390781569	0	11/06/2021 07:53																
3204	571	1623390782558	989	11/06/2021 07:53																
3205	611	1623390783547	989	11/06/2021 07:53																
3206	538	1623390783547	0	11/06/2021 07:53																
3207	570	1623390784509	962	11/06/2021 07:53																
3208	1123	1623390785500	991	11/06/2021 07:53																
3209	409	1623390785500	0	11/06/2021 07:53																
3210	529	1623390786457	957	11/06/2021 07:53																
3211	430	1623390786457	0	11/06/2021 07:53																
3212	893	1623390787448	991	11/06/2021 07:53																
3213	813	1623390788437	989	11/06/2021 07:53																
3214	640	1623390789397	960	11/06/2021 07:53																
3215	1196	1623390790389	992	11/06/2021 07:53																
3216	1131	1623390791377	988	11/06/2021 07:53																
3217	990	1623390792338	961	11/06/2021 07:53																
3218	538	1623390793327	989	11/06/2021 07:53																
3219	1112	1623390794319	992	11/06/2021 07:53																
3220	1084	1623390795278	959	11/06/2021 07:53																
3221	936	1623390796268	990	11/06/2021 07:53																
3222	683	1623390796268	0	11/06/2021 07:53																
3223	1156	1623390798218	1950	11/06/2021 07:53																
3224	1074	1623390799209	991	11/06/2021 07:53																
3225	571	1623390800169	960	11/06/2021 07:53																
3226	1099	1623390800169	0	11/06/2021 07:53																
3227	327	1623390801158	989	11/06/2021 07:53																
3228	506	1623390802119	961	11/06/2021 07:53																
3229	1025	1623390802119	0	11/06/2021 07:53																
3230	448	1623390803118	999	11/06/2021 07:53																
3231	1031	1623390804106	988	11/06/2021 07:53																
3232	732	1623390805060	954	11/06/2021 07:53																
3233	424	1623390805060	0	11/06/2021 07:53																
3234	599	1623390806047	987	11/06/2021 07:53																
3235	569	1623390806047	0	11/06/2021 07:53																
3236	1033	1623390807998	1951	11/06/2021 07:53																
3237	555	1623390807998	0	11/06/2021 07:53																
3238	414	1623390807998	0	11/06/2021 07:53																
3239	618	1623390808988	990	11/06/2021 07:53																
3240	851	1623390809947	959	11/06/2021 07:53																
3241	608	1623390810939	992	11/06/2021 07:53																
3242	782	1623390810939	0	11/06/2021 07:53																
3243	1446	1623390812888	1949	11/06/2021 07:53																
3244	1180	1623390813877	989	11/06/2021 07:53																
3245	1084	1623390814839	962	11/06/2021 07:53																
3246	850	1623390816818	1979	11/06/2021 07:53																
3247	1660	1623390817777	959	11/06/2021 07:53																
3248	1962	1623390819757	1980	11/06/2021 07:53																
3249	916	1623390820717	960	11/06/2021 07:53																
3250	363	1623390820717	0	11/06/2021 07:53																
3251	734	1623390821707	990	11/06/2021 07:53																
3252	1163	1623390822673	966	11/06/2021 07:53																
3253	722	1623390823657	984	11/06/2021 07:53																
3254	905	1623390823657	0	11/06/2021 07:53																
3255	398	1623390824647	990	11/06/2021 07:53																
3256	872	1623390825607	960	11/06/2021 07:53																
3257	1277	1623390826599	992	11/06/2021 07:53																
3258	540	1623390827587	988	11/06/2021 07:53																
3259	1448	1623390828577	990	11/06/2021 07:53																
3260	842	1623390829537	960	11/06/2021 07:53																
3261	886	1623390830498	961	11/06/2021 07:53																
3262	892	1623390831487	989	11/06/2021 07:53																
3263	556	1623390831487	0	11/06/2021 07:53																
3264	570	1623390832477	990	11/06/2021 07:53																
3265	459	1623390832477	0	11/06/2021 07:53																
3266	576	1623390833437	960	11/06/2021 07:53																
3267	936	1623390834427	990	11/06/2021 07:53																
3268	735	1623390835417	990	11/06/2021 07:53																
3269	858	1623390836378	961	11/06/2021 07:53																
3270	1160	1623390837366	988	11/06/2021 07:53																
3271	379	1623390837367	1	11/06/2021 07:53																
3272	413	1623390838327	960	11/06/2021 07:53																
3273	772	1623390838327	0	11/06/2021 07:53																
3274	664	1623390839317	990	11/06/2021 07:53																
3275	625	1623390840308	991	11/06/2021 07:54																
3276	588	1623390840308	0	11/06/2021 07:54																
3277	832	1623390842257	1949	11/06/2021 07:54																
3278	1596	1623390843248	991	11/06/2021 07:54																
3279	1139	1623390844207	959	11/06/2021 07:54																
3280	692	1623390845200	993	11/06/2021 07:54																
3281	759	1623390845201	1	11/06/2021 07:54																
3282	739	1623390846187	986	11/06/2021 07:54																
3283	547	1623390847147	960	11/06/2021 07:54																
3284	908	1623390848137	990	11/06/2021 07:54																
3285	1239	1623390849128	991	11/06/2021 07:54																
3286	402	1623390849128	0	11/06/2021 07:54																
3287	476	1623390850097	969	11/06/2021 07:54																
3288	795	1623390851136	1039	11/06/2021 07:54																
3289	954	1623390852036	900	11/06/2021 07:54																
3290	1514	1623390853027	991	11/06/2021 07:54																
3291	496	1623390854019	992	11/06/2021 07:54																
3292	621	1623390854019	0	11/06/2021 07:54																
3293	924	1623390854977	958	11/06/2021 07:54																
3294	686	1623390855967	990	11/06/2021 07:54																
3295	1305	1623390856956	989	11/06/2021 07:54																
3296	873	1623390857918	962	11/06/2021 07:54																
3297	1156	1623390859867	1949	11/06/2021 07:54																
3298	1557	1623390860856	989	11/06/2021 07:54																
3299	661	1623390861846	990	11/06/2021 07:54																
3300	972	1623390862808	962	11/06/2021 07:54																
3301	941	1623390863796	988	11/06/2021 07:54																
3302	949	1623390864756	960	11/06/2021 07:54																
3303	575	1623390864756	0	11/06/2021 07:54																
3304	486	1623390865746	990	11/06/2021 07:54																
3305	986	1623390866737	991	11/06/2021 07:54																
3306	823	1623390866737	0	11/06/2021 07:54																
3307	698	1623390867696	959	11/06/2021 07:54																
3308	1172	1623390868686	990	11/06/2021 07:54																
3309	1233	1623390870636	1950	11/06/2021 07:54																
3310	979	1623390871628	992	11/06/2021 07:54																
3311	921	1623390872616	988	11/06/2021 07:54																
3312	477	1623390872617	1	11/06/2021 07:54																
3313	1405	1623390873576	959	11/06/2021 07:54																
3314	690	1623390874566	990	11/06/2021 07:54																
3315	1343	1623390876516	1950	11/06/2021 07:54																
3316	1826	1623390877506	990	11/06/2021 07:54																
3317	895	1623390878466	960	11/06/2021 07:54																
3318	673	1623390879456	990	11/06/2021 07:54																
3319	1524	1623390881406	1950	11/06/2021 07:54																
3320	1287	1623390882396	990	11/06/2021 07:54																
3321	526	1623390883386	990	11/06/2021 07:54																
3322	1020	1623390884347	961	11/06/2021 07:54																
3323	625	1623390884347	0	11/06/2021 07:54																
3324	799	1623390885336	989	11/06/2021 07:54																
3325	712	1623390886297	961	11/06/2021 07:54																
3326	1375	1623390887286	989	11/06/2021 07:54																
3327	606	1623390888278	992	11/06/2021 07:54																
3328	534	1623390889237	959	11/06/2021 07:54																
3329	1978	1623390890226	989	11/06/2021 07:54																
3330	1494	1623390892176	1950	11/06/2021 07:54																
3331	1010	1623390893168	992	11/06/2021 07:54																
3332	697	1623390893168	0	11/06/2021 07:54																
3333	751	1623390895116	1948	11/06/2021 07:54																
3334	1282	1623390896087	971	11/06/2021 07:54																
3335	1043	1623390896087	0	11/06/2021 07:54																
3336	555	1623390897087	1000	11/06/2021 07:54																
3337	1025	1623390898095	1008	11/06/2021 07:54																
3338	732	1623390899016	921	11/06/2021 07:54																
3339	588	1623390900006	990	11/06/2021 07:55																
3340	1025	1623390900967	961	11/06/2021 07:55																
3341	1335	1623390901956	989	11/06/2021 07:55																
3342	643	1623390902946	990	11/06/2021 07:55																
3343	511	1623390902946	0	11/06/2021 07:55																
3344	439	1623390903906	960	11/06/2021 07:55																
3345	607	1623390903906	0	11/06/2021 07:55																
3346	670	1623390904898	992	11/06/2021 07:55																
3347	627	1623390904898	0	11/06/2021 07:55																
3348	402	1623390905856	958	11/06/2021 07:55																
3349	576	1623390905856	0	11/06/2021 07:55																
3350	750	1623390907836	1980	11/06/2021 07:55																
3351	658	1623390907836	0	11/06/2021 07:55																
3352	1033	1623390908797	961	11/06/2021 07:55																
3353	586	1623390909786	989	11/06/2021 07:55																
3354	1018	1623390910776	990	11/06/2021 07:55																
3355	489	1623390910776	0	11/06/2021 07:55																
3356	1549	1623390912728	1952	11/06/2021 07:55																
3357	1303	1623390914676	1948	11/06/2021 07:55																
3358	1843	1623390915636	960	11/06/2021 07:55																
3359	769	1623390916627	991	11/06/2021 07:55																
3360	436	1623390916627	0	11/06/2021 07:55																
3361	1371	1623390918576	1949	11/06/2021 07:55																
3362	747	1623390919566	990	11/06/2021 07:55																
3363	982	1623390919566	0	11/06/2021 07:55																
3364	375	1623390920579	1013	11/06/2021 07:55																
3365	593	1623390920581	2	11/06/2021 07:55																
3366	686	1623390921516	935	11/06/2021 07:55																
3367	953	1623390922506	990	11/06/2021 07:55																
3368	560	1623390923466	960	11/06/2021 07:55																
3369	737	1623390923466	0	11/06/2021 07:55																
3370	989	1623390924457	991	11/06/2021 07:55																
3371	1472	1623390926406	1949	11/06/2021 07:55																
3372	1741	1623390928357	1951	11/06/2021 07:55																
3373	1335	1623390929345	988	11/06/2021 07:55																
3374	607	1623390930336	991	11/06/2021 07:55																
3375	436	1623390930336	0	11/06/2021 07:55																
3376	616	1623390931296	960	11/06/2021 07:55																
3377	384	1623390931296	0	11/06/2021 07:55																
3378	396	1623390931296	0	11/06/2021 07:55																
3379	972	1623390933309	2013	11/06/2021 07:55																
3380	1611	1623390935227	1918	11/06/2021 07:55																
3381	1376	1623390936188	961	11/06/2021 07:55																
3382	573	1623390936188	0	11/06/2021 07:55																
3383	1139	1623390937176	988	11/06/2021 07:55																
3384	1508	1623390939139	1963	11/06/2021 07:55																
3385	739	1623390939139	0	11/06/2021 07:55																
3386	856	1623390941111	1972	11/06/2021 07:55																
